Train Loss,Test Loss,Accuracy,Base Loss,Interval Loss
0.44072998237948047,0.3760913415065664,0.8335145771839884,10.398933717746608,"0.623185715505055, 0.5522650718688965, 0.5281760979266393, 0.5116943895816803, 0.4938939801284245, 0.48444932798544565, 0.4779035860178422, 0.47213138469627924, 0.4691692336211129, 0.46448430453028, 0.46103565623233844, 0.45853423568464463, 0.45539433805497137, 0.453089904541872, 0.4508552223160153, 0.44903452987117426, 0.4462093592691822, 0.44460885311876025, 0.4427113632062324, 0.44049758451325555"
0.40517380079056353,0.3803407589331368,0.8339806327999586,10.398933717746608,"0.4250267710004534, 0.42103220181805745, 0.42114133011727106, 0.41562136667115346, 0.41197072233472554, 0.41028114145710354, 0.4092638921980955, 0.4106218317789691, 0.4099530478318532, 0.40991904607840945, 0.4101509985985694, 0.40923272924763815, 0.40864865262429795, 0.40864444143918094, 0.4076993065788632, 0.40717081422252316, 0.40712520209681086, 0.4067716731438561, 0.406203543019474, 0.4056407623631614"
0.39508065501003403,0.3657656985008164,0.8411786028688313,10.398933717746608,"0.40080580796514237, 0.41102224843842644, 0.40383907556533816, 0.40112743909869875, 0.4008675811971937, 0.39895743628342945, 0.3997264272096206, 0.4014324991830758, 0.4004741028187767, 0.39973539922918594, 0.3990188974064666, 0.39665562616927286, 0.3956492510470715, 0.39519016067592466, 0.3956180640061696, 0.39553268040929523, 0.39464057348355525, 0.3952768619098361, 0.3950586376333595, 0.39467402500765664"
0.3874386267881867,0.3650868127480248,0.8443374242659624,10.398933717746608,"0.39632647633552553, 0.38399507573672703, 0.3815662179674421, 0.38133892097643446, 0.3836166068485805, 0.3842892316125688, 0.38480205389918115, 0.3867918002818312, 0.38640019581431434, 0.3861428007057735, 0.3869020038610929, 0.386290041179884, 0.38701326506478445, 0.3872476906192546, 0.387919138386136, 0.3888368958341224, 0.3900606951292823, 0.3884529328535474, 0.3884178402280449, 0.38777461856603623"
0.38828380949108315,0.36970698527547696,0.8481176531510538,10.398933717746608,"0.3974664807319641, 0.4038487272603171, 0.39330663879712424, 0.3891613185405731, 0.3857137705598559, 0.3857878486315409, 0.38668378141461585, 0.38560876750520295, 0.3866479844327957, 0.38669306422982896, 0.3864037557855829, 0.38658415526151657, 0.3864232246692364, 0.38745509161024677, 0.3879638262022109, 0.3890539141105754, 0.3886024492127555, 0.38792426042140477, 0.3875870485054819, 0.3879459294251033"
0.38138343763689625,0.3629923742141155,0.8498783077002745,10.398933717746608,"0.38475293261664256, 0.37510929916586194, 0.37933250353449866, 0.38081117336239134, 0.3827289693696158, 0.38053321043650307, 0.3790608510679128, 0.37970660903624126, 0.38059643847601754, 0.3798275945016316, 0.3795759146089678, 0.3794507414102554, 0.3804057450084896, 0.3820238318978524, 0.3812325010413215, 0.3814688242971897, 0.3807415768378923, 0.38080235790638695, 0.38122327112613763, 0.381304654947349"
0.38003159406337333,0.36913033273835844,0.8473408937911036,10.398933717746608,"0.3969047827380044, 0.3829696467944554, 0.3823761976900555, 0.38168022739035745, 0.3804591817515237, 0.3784731772683916, 0.3784211179431604, 0.3788998621915068, 0.3775075935182117, 0.37738304504326414, 0.37780122873070954, 0.37751595995255877, 0.37764934694374, 0.37753476348458503, 0.37857581984429134, 0.379004445033414, 0.3786579969550381, 0.3793639628187058, 0.3793835830867739, 0.3799255472847394"
0.3795875356975177,0.3461494671785279,0.8504997151882346,10.398933717746608,"0.37639164498874117, 0.373902627825737, 0.3754809898989541, 0.37755186153309683, 0.38095314400536673, 0.3797638210512343, 0.3791242528934868, 0.37793426534959246, 0.3803990057536534, 0.38092556519167764, 0.3816253291322039, 0.3814309355758485, 0.3807227634466611, 0.38027960141094364, 0.3803517171882448, 0.3795946472457477, 0.3796591090054071, 0.37929548465070273, 0.3785459900260868, 0.3789839292849813"
0.36806029436436105,0.5968540754934021,0.854072808244006,10.398933717746608,"0.36634310398783004, 0.3729110845497676, 0.36770274951344445, 0.3656670436263084, 0.3693725725582668, 0.36628931037017276, 0.3680233764405153, 0.3693088621965476, 0.3691312192924439, 0.36872316356216156, 0.3687099098385154, 0.36866639540309, 0.3676387448887249, 0.36715611493100925, 0.36781998696781343, 0.367319653449314, 0.36787285955012344, 0.3677248486923793, 0.3679795503168178, 0.3675035462634904"
0.3666011097794729,0.3424617760623528,0.8521050178654653,10.398933717746608,"0.3848276913166046, 0.372713902592659, 0.3706618740445092, 0.3669640451669693, 0.3649155330657959, 0.36256263490234103, 0.3648430130311421, 0.3647837654288326, 0.36498918329912516, 0.36411526786429543, 0.36414082750871585, 0.36541895110692296, 0.3668883136013052, 0.367010828883064, 0.3665309323867162, 0.3664877265425665, 0.36725018287406247, 0.36723143945610714, 0.3666090185929062, 0.366716710967677"
0.3596352337628392,0.3467493661192079,0.8508104189322148,10.398933717746608,"0.3648359928812299, 0.3651551476546696, 0.3604147411528088, 0.35921544092042107, 0.36057678733553206, 0.3605347932094619, 0.3608851696155509, 0.362173407258732, 0.3623845746119817, 0.3615963192071234, 0.36212198304665555, 0.36104074478858994, 0.3608897654892324, 0.3610973854150091, 0.3609390897126425, 0.36183737572282554, 0.3612635039732236, 0.361457744359024, 0.36077242356942113, 0.3597604349255562"
0.3624132271565444,0.3380709458265873,0.8588369323183678,10.398933717746608,"0.3680694213935307, 0.3635270316685949, 0.3580267037664141, 0.361656719659056, 0.3640274478707995, 0.36408005285830725, 0.3643683225524669, 0.36445352105157713, 0.3640031047283657, 0.36469444700649806, 0.36428898603885207, 0.3648904036198344, 0.3646612154913473, 0.36555400049808073, 0.3654429475750242, 0.3645647398063115, 0.36363099941185545, 0.36292835192547906, 0.3625020968510692, 0.3621664766115802"
0.36285478939824073,0.3342841682055139,0.8577494692144374,10.398933717746608,"0.3710474286760603, 0.36666676572390966, 0.367213374376297, 0.36744043976068497, 0.3687323771204267, 0.36651493098054616, 0.3653938187628376, 0.3652109867760113, 0.36364920773203413, 0.3642504453659058, 0.3647035115725034, 0.36457924246788026, 0.365314347075892, 0.3646396815776825, 0.36435998070807685, 0.36469189918466977, 0.3638353156692841, 0.364640274904077, 0.3635886480261509, 0.3627167913956302"
0.3608263483706941,0.33344008225873606,0.8570244938118171,10.398933717746608,"0.359850742987224, 0.3657543386731829, 0.35845955979256405, 0.3624394118785858, 0.36147308579513004, 0.36185399428719567, 0.3616460776450683, 0.3619775328785181, 0.3621645180951981, 0.36179237169878825, 0.3632981130055019, 0.3609050568370592, 0.3603910033519451, 0.36067654022148676, 0.3599442971888043, 0.3610367977725608, 0.3608494339369926, 0.3604216341461454, 0.35984689499202527, 0.36053022589002337"
0.3549100232673875,0.3491049715817369,0.8544870799026462,10.398933717746608,"0.3442481577396393, 0.35099030307361057, 0.3515704359327044, 0.3498625610555921, 0.3520170874255044, 0.35479018361795517, 0.3545691437867223, 0.35409241425139565, 0.35570417292534356, 0.35654768398829867, 0.3560877340180533, 0.3570883074686641, 0.3565345563731351, 0.3558116316491244, 0.3553970600593658, 0.3552514369200383, 0.35557185959916154, 0.35489861291079294, 0.35495562008897164, 0.35471884814756255"
